,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1857236,2473507,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-199,1,EquationAnswer,2007-03-13 12:09:47.0,2007-03-13 12:09:53.0,2007-03-13 12:10:05.0,2007-03-13 12:10:05.0,18.0,,18.0,0,1,0,1,Calculate total in proportion with fractions,9
1857247,2473518,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-165,1,EquationAnswer,2007-03-15 13:52:58.0,2007-03-15 13:52:59.0,2007-03-15 13:52:59.0,2007-03-15 13:52:59.0,1.0,1.0,,1,0,0,1,Calculate part in proportion with fractions,13
1857260,2473531,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-108,1,EquationAnswer,2007-03-15 13:54:06.0,2007-03-15 13:54:07.0,2007-03-15 13:54:07.0,2007-03-15 13:54:07.0,0.5,0.5,,1,0,0,1,Calculate total in proportion with fractions,10
1857272,2473543,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-064,1,EquationAnswer,2007-03-15 13:54:58.0,2007-03-15 13:54:59.0,2007-03-15 13:54:59.0,2007-03-15 13:54:59.0,0.5,0.5,,1,0,0,1,Calculate part in proportion with fractions,14
1857284,2473555,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-022,1,EquationAnswer,2007-03-15 13:55:38.0,2007-03-15 13:55:39.0,2007-03-15 13:55:41.0,2007-03-15 13:55:41.0,3.0,,3.0,0,1,0,1,Calculate total in proportion with fractions,11
1857296,2473567,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-006,1,EquationAnswer,2007-03-15 13:56:20.0,2007-03-15 13:56:27.0,2007-03-15 13:56:27.0,2007-03-15 13:56:27.0,7.0,7.0,,1,0,0,1,Calculate total in proportion with fractions,12
1857308,2473579,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-111,1,EquationAnswer,2007-03-15 13:56:56.0,2007-03-15 13:56:57.0,2007-03-15 13:57:04.0,2007-03-15 13:57:04.0,6.0,,6.0,0,1,0,1,Calculate part in proportion with fractions,15
1857320,2473591,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-134,1,EquationAnswer,2007-03-15 13:57:37.0,2007-03-15 13:57:38.0,2007-03-15 13:57:38.0,2007-03-15 13:57:38.0,0.5,0.5,,1,0,0,1,Calculate part in proportion with fractions,16
1857332,2473603,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-079,1,EquationAnswer,2007-03-15 13:58:18.0,2007-03-15 13:58:21.0,2007-03-15 13:58:21.0,2007-03-15 13:58:21.0,1.5,1.5,,1,0,0,1,Calculate total in proportion with fractions,13
1857344,2473615,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-101,1,EquationAnswer,2007-03-15 13:59:23.0,2007-03-15 13:59:24.0,2007-03-15 13:59:24.0,2007-03-15 13:59:24.0,1.0,1.0,,1,0,0,1,Calculate part in proportion with fractions,17
1857356,2473627,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-011,1,EquationAnswer,2007-03-15 14:00:22.0,2007-03-15 14:00:23.0,2007-03-15 14:00:23.0,2007-03-15 14:00:23.0,0.5,0.5,,1,0,0,1,Calculate part in proportion with fractions,18
1857368,2473639,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-151,2,EquationAnswer,2007-03-15 14:01:26.0,2007-03-15 14:01:30.0,2007-03-15 14:01:30.0,2007-03-15 14:01:30.0,4.0,4.0,,1,0,0,1,Calculate part in proportion with fractions,19
1860011,2476957,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-12-06 13:59:50.0,2006-12-06 13:59:58.0,2006-12-06 13:59:58.0,2006-12-06 13:59:58.0,8.0,8.0,,1,0,0,1,Calculate unit rate,1
1860021,2476967,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-12-06 14:00:27.0,2006-12-06 14:00:35.0,2006-12-06 14:01:23.0,2006-12-06 14:01:23.0,28.0,,28.0,0,4,1,1,Calculate unit rate,2
1860029,2476975,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-097,1,SimplifiedNumeratorQuantity1,2006-12-06 14:02:55.0,2006-12-06 14:03:00.0,2006-12-06 14:03:00.0,2006-12-06 14:03:00.0,5.0,5.0,,1,0,0,1,Calculate unit rate,3
1860037,2476983,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-097,1,SimplifiedNumeratorQuantity2,2006-12-06 14:03:41.0,2006-12-06 14:03:47.0,2006-12-06 14:03:47.0,2006-12-06 14:03:47.0,6.0,6.0,,1,0,0,1,Calculate unit rate,4
1860046,2476992,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-014,1,SimplifiedNumeratorQuantity1,2006-12-06 14:04:34.0,2006-12-06 14:04:37.0,2006-12-06 14:04:37.0,2006-12-06 14:04:37.0,3.0,3.0,,1,0,0,1,Calculate unit rate,5
1860054,2477000,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-014,1,SimplifiedNumeratorQuantity2,2006-12-06 14:05:06.0,2006-12-06 14:05:09.0,2006-12-06 14:05:23.0,2006-12-06 14:05:23.0,17.0,,17.0,0,2,0,1,Calculate unit rate,6
1860064,2477010,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-008,1,SimplifiedNumeratorQuantity1,2006-12-06 14:06:37.0,2006-12-06 14:06:42.0,2006-12-06 14:07:50.0,2006-12-06 14:07:50.0,72.0,,72.0,0,4,1,1,Calculate unit rate,7
1860072,2477018,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-008,1,SimplifiedNumeratorQuantity2,2006-12-06 14:08:31.0,2006-12-06 14:08:42.0,2006-12-06 14:08:56.0,2006-12-06 14:08:56.0,25.0,,25.0,0,2,0,1,Calculate unit rate,8
1860081,2477027,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-015,1,SimplifiedNumeratorQuantity1,2006-12-06 14:09:31.0,2006-12-06 14:09:34.0,2006-12-06 14:09:34.0,2006-12-06 14:09:34.0,3.0,3.0,,1,0,0,1,Calculate unit rate,9
1860089,2477035,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-015,1,SimplifiedNumeratorQuantity2,2006-12-06 14:11:00.0,2006-12-06 14:11:13.0,2006-12-06 14:11:13.0,2006-12-06 14:11:13.0,13.0,13.0,,1,0,0,1,Calculate unit rate,10
1860099,2477045,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-112,1,SimplifiedNumeratorQuantity1,2006-12-06 14:12:04.0,2006-12-06 14:12:07.0,2006-12-06 14:12:22.0,2006-12-06 14:12:22.0,18.0,,18.0,0,1,0,1,Calculate unit rate,11
1860106,2477052,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-112,2,SimplifiedNumeratorQuantity2,2006-12-12 13:35:41.0,2006-12-12 13:35:45.0,2006-12-12 13:35:45.0,2006-12-12 13:35:45.0,4.0,4.0,,1,0,0,1,Calculate unit rate,12
1860115,2477061,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-078,1,SimplifiedNumeratorQuantity1,2006-12-12 13:37:39.0,2006-12-12 13:37:41.0,2006-12-12 13:38:06.0,2006-12-12 13:38:06.0,24.0,,24.0,0,3,1,1,Calculate unit rate,13
1860125,2477071,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-078,1,SimplifiedNumeratorQuantity2,2006-12-12 13:38:50.0,2006-12-12 13:38:52.0,2006-12-12 13:38:52.0,2006-12-12 13:38:52.0,2.0,2.0,,1,0,0,1,Calculate unit rate,14
1860133,2477079,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-016,1,SimplifiedNumeratorQuantity1,2006-12-12 13:39:45.0,2006-12-12 13:39:47.0,2006-12-12 13:39:47.0,2006-12-12 13:39:47.0,2.0,2.0,,1,0,0,1,Calculate unit rate,15
1860141,2477087,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-016,1,SimplifiedNumeratorQuantity2,2006-12-12 13:40:13.0,2006-12-12 13:40:16.0,2006-12-12 13:40:16.0,2006-12-12 13:40:16.0,3.0,3.0,,1,0,0,1,Calculate unit rate,16
1860150,2477096,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-150,1,SimplifiedNumeratorQuantity1,2006-12-12 13:41:32.0,2006-12-12 13:41:35.0,2006-12-12 13:41:47.0,2006-12-12 13:41:47.0,13.0,,13.0,0,3,1,1,Calculate unit rate,17
1860159,2477105,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-150,1,SimplifiedNumeratorQuantity2,2006-12-12 13:42:16.0,2006-12-12 13:42:20.0,2006-12-12 13:44:01.0,2006-12-12 13:44:01.0,89.0,,89.0,0,3,1,1,Calculate unit rate,18
1860168,2477114,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-052,1,SimplifiedNumeratorQuantity1,2006-12-12 13:44:47.0,2006-12-12 13:44:49.0,2006-12-12 13:45:29.0,2006-12-12 13:45:29.0,42.0,,42.0,0,3,0,1,Calculate unit rate,19
1860176,2477122,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-052,1,SimplifiedNumeratorQuantity2,2006-12-12 13:45:50.0,2006-12-12 13:45:55.0,2006-12-12 13:46:13.0,2006-12-12 13:46:13.0,23.0,,23.0,0,1,0,1,Calculate unit rate,20
1860191,2477137,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-12-12 13:49:46.0,2006-12-12 13:49:53.0,2006-12-12 13:50:07.0,2006-12-12 13:50:07.0,16.0,,16.0,0,3,1,1,Calculate part in proportion with fractions,1
1860204,2477150,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-044,1,EquationAnswer,2006-12-12 13:59:12.0,2006-12-12 13:59:36.0,2006-12-12 14:01:46.0,2006-12-12 14:01:46.0,136.0,,136.0,0,10,2,1,Calculate part in proportion with fractions,2
1860212,2477158,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-184,1,EquationAnswer,2006-12-12 14:03:33.0,2006-12-12 14:03:39.0,2006-12-12 14:03:42.0,2006-12-12 14:03:42.0,9.0,,9.0,0,1,0,1,Calculate part in proportion with fractions,3
1861375,2478768,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity1,2007-04-17 12:06:03.0,2007-04-17 12:06:06.0,2007-04-17 12:06:06.0,2007-04-17 12:06:06.0,3.0,3.0,,1,0,0,1,Calculate unit rate,21
1861385,2478778,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity2,2007-04-17 12:06:32.0,2007-04-17 12:06:35.0,2007-04-17 12:07:39.0,2007-04-17 12:07:39.0,56.0,,56.0,0,4,1,1,Calculate unit rate,22
1861393,2478786,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-005,1,SimplifiedNumeratorQuantity1,2007-04-17 12:08:29.0,2007-04-17 12:08:31.0,2007-04-17 12:08:48.0,2007-04-17 12:08:48.0,19.0,,19.0,0,1,0,1,Calculate unit rate,23
1861401,2478794,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-005,1,SimplifiedNumeratorQuantity2,2007-04-17 12:09:16.0,2007-04-17 12:09:20.0,2007-04-17 12:09:20.0,2007-04-17 12:09:20.0,4.0,4.0,,1,0,0,1,Calculate unit rate,24
1861410,2478803,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity1,2007-04-17 12:10:20.0,2007-04-17 12:10:22.0,2007-04-17 12:10:53.0,2007-04-17 12:10:53.0,22.0,,22.0,0,2,0,1,Calculate unit rate,25
1861418,2478811,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity2,2007-04-17 12:11:19.0,2007-04-17 12:11:34.0,2007-04-17 12:11:34.0,2007-04-17 12:11:34.0,15.0,15.0,,1,0,0,1,Calculate unit rate,26
1861427,2478820,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-047,1,SimplifiedNumeratorQuantity1,2007-04-17 12:12:16.0,2007-04-17 12:12:25.0,2007-04-17 12:12:25.0,2007-04-17 12:12:25.0,9.0,9.0,,1,0,0,1,Calculate unit rate,27
1861435,2478828,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-047,2,SimplifiedNumeratorQuantity2,2007-04-19 13:49:47.0,2007-04-19 13:49:50.0,2007-04-19 13:50:24.0,2007-04-19 13:50:24.0,37.0,,37.0,0,2,0,1,Calculate unit rate,28
1861444,2478837,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity1,2007-04-19 13:51:14.0,2007-04-19 13:51:18.0,2007-04-19 13:51:18.0,2007-04-19 13:51:18.0,4.0,4.0,,1,0,0,1,Calculate unit rate,29
1861452,2478845,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity2,2007-04-19 13:51:40.0,2007-04-19 13:52:04.0,2007-04-19 13:52:04.0,2007-04-19 13:52:04.0,24.0,24.0,,1,0,0,1,Calculate unit rate,30
1861467,2478860,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,2,EquationAnswer,2007-04-19 13:55:08.0,2007-04-19 13:55:12.0,2007-04-19 13:55:28.0,2007-04-19 13:55:28.0,20.0,,20.0,0,1,0,1,Calculate part in proportion with fractions,11
1861480,2478873,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-098,1,EquationAnswer,2007-04-19 13:59:38.0,2007-04-19 13:59:41.0,2007-04-19 14:00:51.0,2007-04-19 14:00:51.0,34.0,,34.0,0,3,1,1,Calculate part in proportion with fractions,12
1861493,2478886,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-047,1,EquationAnswer,2007-04-19 14:03:05.0,2007-04-19 14:03:08.0,2007-04-19 14:03:41.0,2007-04-19 14:03:41.0,15.0,,15.0,0,3,1,1,Calculate part in proportion with fractions,13
1861506,2478899,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-076,1,EquationAnswer,2007-04-19 14:05:49.0,2007-04-19 14:05:51.0,2007-04-19 14:06:06.0,2007-04-19 14:06:06.0,11.0,,11.0,0,3,1,1,Calculate total in proportion with fractions,7
1861519,2478912,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-065,1,EquationAnswer,2007-04-19 14:07:51.0,2007-04-19 14:07:53.0,2007-04-19 14:08:11.0,2007-04-19 14:08:11.0,15.0,,15.0,0,2,1,1,Calculate total in proportion with fractions,8
1865018,2484180,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2007-04-17 11:50:45.0,2007-04-17 11:50:49.0,2007-04-17 11:50:49.0,2007-04-17 11:50:49.0,4.0,4.0,,1,0,0,1,Calculate unit rate,1
1865029,2484191,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2007-04-17 11:51:21.0,2007-04-17 11:51:26.0,2007-04-17 11:52:47.0,2007-04-17 11:52:47.0,40.0,,40.0,0,2,2,1,Calculate unit rate,2
1865037,2484199,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-173,1,SimplifiedNumeratorQuantity1,2007-04-17 11:53:44.0,2007-04-17 11:53:47.0,2007-04-17 11:53:47.0,2007-04-17 11:53:47.0,3.0,3.0,,1,0,0,1,Calculate unit rate,3
1865046,2484208,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-173,1,SimplifiedNumeratorQuantity2,2007-04-17 11:54:08.0,2007-04-17 11:54:11.0,2007-04-17 11:54:34.0,2007-04-17 11:54:34.0,16.0,,16.0,0,1,0,1,Calculate unit rate,4
1865055,2484217,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-185,1,SimplifiedNumeratorQuantity1,2007-04-17 11:55:05.0,2007-04-17 11:55:09.0,2007-04-17 11:55:31.0,2007-04-17 11:55:31.0,19.0,,19.0,0,1,0,1,Calculate unit rate,5
1865061,2484223,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-185,1,SimplifiedNumeratorQuantity2,2007-04-17 11:55:45.0,2007-04-17 11:55:49.0,2007-04-17 11:55:49.0,2007-04-17 11:55:49.0,4.0,4.0,,1,0,0,1,Calculate unit rate,6
1865070,2484232,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-051,1,SimplifiedNumeratorQuantity1,2007-04-17 11:56:19.0,2007-04-17 11:56:22.0,2007-04-17 11:56:22.0,2007-04-17 11:56:22.0,3.0,3.0,,1,0,0,1,Calculate unit rate,7
1865078,2484240,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-051,1,SimplifiedNumeratorQuantity2,2007-04-17 11:56:38.0,2007-04-17 11:56:41.0,2007-04-17 11:56:41.0,2007-04-17 11:56:41.0,3.0,3.0,,1,0,0,1,Calculate unit rate,8
1865093,2484255,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2007-04-17 11:59:38.0,2007-04-17 11:59:47.0,2007-04-17 11:59:47.0,2007-04-17 11:59:47.0,9.0,9.0,,1,0,0,1,Calculate part in proportion with fractions,1
1865105,2484267,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-127,1,EquationAnswer,2007-04-17 12:01:48.0,2007-04-17 12:01:50.0,2007-04-17 12:02:02.0,2007-04-17 12:02:02.0,9.0,,9.0,0,1,1,1,Calculate total in proportion with fractions,1
1865119,2484281,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-091,1,EquationAnswer,2007-04-17 12:04:23.0,2007-04-17 12:04:25.0,2007-04-17 12:04:25.0,2007-04-17 12:04:25.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,2
1865132,2484294,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-131,1,EquationAnswer,2007-04-17 12:06:17.0,2007-04-17 12:06:21.0,2007-04-17 12:06:34.0,2007-04-17 12:06:34.0,12.0,,12.0,0,1,1,1,Calculate part in proportion with fractions,2
1865145,2484307,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-143,1,EquationAnswer,2007-04-17 12:07:55.0,2007-04-17 12:08:21.0,2007-04-17 12:08:21.0,2007-04-17 12:08:21.0,26.0,26.0,,1,0,0,1,Calculate part in proportion with fractions,3
1865158,2484320,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-088,1,EquationAnswer,2007-04-17 12:09:55.0,2007-04-17 12:09:58.0,2007-04-17 12:09:58.0,2007-04-17 12:09:58.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,4
1865171,2484333,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-187,1,EquationAnswer,2007-04-17 12:11:08.0,2007-04-17 12:11:17.0,2007-04-17 12:11:37.0,2007-04-17 12:11:37.0,29.0,,29.0,0,1,0,1,Calculate total in proportion with fractions,3
1865184,2484346,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-140,1,EquationAnswer,2007-04-19 13:53:29.0,2007-04-19 13:53:31.0,2007-04-19 13:53:31.0,2007-04-19 13:53:31.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,4
1865197,2484359,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-010,1,EquationAnswer,2007-04-19 13:54:52.0,2007-04-19 13:55:08.0,2007-04-19 13:55:08.0,2007-04-19 13:55:08.0,16.0,16.0,,1,0,0,1,Calculate part in proportion with fractions,5
1865210,2484372,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-154,1,EquationAnswer,2007-04-19 13:56:17.0,2007-04-19 13:56:28.0,2007-04-19 13:56:44.0,2007-04-19 13:56:44.0,27.0,,27.0,0,1,0,1,Calculate total in proportion with fractions,5
1865223,2484385,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-128,1,EquationAnswer,2007-04-19 13:57:52.0,2007-04-19 13:57:55.0,2007-04-19 13:57:55.0,2007-04-19 13:57:55.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,6
1865236,2484398,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-198,1,EquationAnswer,2007-04-19 13:59:17.0,2007-04-19 13:59:28.0,2007-04-19 13:59:32.0,2007-04-19 13:59:32.0,15.0,,15.0,0,1,0,1,Calculate total in proportion with fractions,6
1865249,2484411,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-024,1,EquationAnswer,2007-04-19 14:00:35.0,2007-04-19 14:00:38.0,2007-04-19 14:00:38.0,2007-04-19 14:00:38.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,7
1865262,2484424,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-033,1,EquationAnswer,2007-04-19 14:01:49.0,2007-04-19 14:01:58.0,2007-04-19 14:01:58.0,2007-04-19 14:01:58.0,9.0,9.0,,1,0,0,1,Calculate part in proportion with fractions,7
1865275,2484437,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-055,1,EquationAnswer,2007-04-19 14:03:46.0,2007-04-19 14:03:49.0,2007-04-19 14:03:49.0,2007-04-19 14:03:49.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,8
1865288,2484450,248ifcrgm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-066,1,EquationAnswer,2007-04-19 14:04:38.0,2007-04-19 14:04:49.0,2007-04-19 14:05:01.0,2007-04-19 14:05:01.0,23.0,,23.0,0,1,0,1,Calculate total in proportion with fractions,8
1869635,2490156,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-11-15 13:08:05.0,2006-11-15 13:08:08.0,2006-11-15 13:08:08.0,2006-11-15 13:08:08.0,3.0,3.0,,1,0,0,1,Calculate unit rate,1
1869646,2490167,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-11-15 13:08:29.0,2006-11-15 13:08:33.0,2006-11-15 13:09:16.0,2006-11-15 13:09:16.0,35.0,,35.0,0,3,1,1,Calculate unit rate,2
1869658,2490179,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-111,1,SimplifiedNumeratorQuantity1,2006-11-15 13:10:26.0,2006-11-15 13:10:33.0,2006-11-15 13:10:58.0,2006-11-15 13:10:58.0,21.0,,21.0,0,1,0,1,Calculate unit rate,3
1869661,2490182,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-111,1,SimplifiedNumeratorQuantity2,2006-11-15 13:11:03.0,2006-11-15 13:11:07.0,2006-11-15 13:11:07.0,2006-11-15 13:11:07.0,4.0,4.0,,1,0,0,1,Calculate unit rate,4
1869673,2490194,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-181,1,SimplifiedNumeratorQuantity1,2006-11-15 13:12:05.0,2006-11-15 13:12:09.0,2006-11-15 13:12:35.0,2006-11-15 13:12:35.0,24.0,,24.0,0,3,1,1,Calculate unit rate,5
1869679,2490200,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-181,1,SimplifiedNumeratorQuantity2,2006-11-15 13:12:52.0,2006-11-15 13:12:56.0,2006-11-15 13:12:56.0,2006-11-15 13:12:56.0,4.0,4.0,,1,0,0,1,Calculate unit rate,6
1869689,2490210,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-057,1,SimplifiedNumeratorQuantity1,2006-11-15 13:13:40.0,2006-11-15 13:13:43.0,2006-11-15 13:13:43.0,2006-11-15 13:13:43.0,1.5,1.5,,1,0,0,1,Calculate unit rate,7
1869696,2490217,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-057,1,SimplifiedNumeratorQuantity2,2006-11-15 13:13:59.0,2006-11-15 13:14:09.0,2006-11-15 13:14:09.0,2006-11-15 13:14:09.0,10.0,10.0,,1,0,0,1,Calculate unit rate,8
1869710,2490231,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-11-15 13:17:17.0,2006-11-15 13:17:28.0,2006-11-15 13:17:28.0,2006-11-15 13:17:28.0,11.0,11.0,,1,0,0,1,Calculate part in proportion with fractions,1
1869724,2490245,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-106,1,EquationAnswer,2006-11-15 13:19:55.0,2006-11-15 13:20:00.0,2006-11-15 13:20:00.0,2006-11-15 13:20:00.0,5.0,5.0,,1,0,0,1,Calculate total in proportion with fractions,1
1869737,2490258,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-044,1,EquationAnswer,2006-11-15 13:21:35.0,2006-11-15 13:21:57.0,2006-11-15 13:23:02.0,2006-11-15 13:23:02.0,47.0,,47.0,0,6,2,1,Calculate part in proportion with fractions,2
1869750,2490271,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-061,1,EquationAnswer,2006-11-15 13:25:52.0,2006-11-15 13:25:54.0,2006-11-15 13:25:59.0,2006-11-15 13:25:59.0,7.0,,7.0,0,1,0,1,Calculate total in proportion with fractions,2
